,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
3976,AHL^D,Aspen Insurance Holdings Limited,25.08,0.0,,,,,https://old.nasdaq.com/symbol/ahl^d,
3977,AHL^E,Aspen Insurance Holdings Limited,24.7,0.0,,,,,https://old.nasdaq.com/symbol/ahl^e,
153,AHPI,"Allied Healthcare Products, Inc.",5.58,22395536.46,,1992.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi,
3967,AHT,Ashford Hospitality Trust Inc,1.99,25987228.91,,2003.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aht,
3968,AHT^D,Ashford Hospitality Trust Inc,4.9043,0.0,,,,,https://old.nasdaq.com/symbol/aht^d,
3969,AHT^F,Ashford Hospitality Trust Inc,4.81,0.0,,,,,https://old.nasdaq.com/symbol/aht^f,
3970,AHT^G,Ashford Hospitality Trust Inc,4.94,0.0,,,,,https://old.nasdaq.com/symbol/aht^g,
3971,AHT^H,Ashford Hospitality Trust Inc,4.8025,0.0,,,,,https://old.nasdaq.com/symbol/aht^h,
3972,AHT^I,Ashford Hospitality Trust Inc,4.75,0.0,,,,,https://old.nasdaq.com/symbol/aht^i,
3945,AI,Arlington Asset Investment Corp,2.76,96645241.92,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ai,
1898,AIA,iShares Asia 50 ETF,72.8,0.0,,,,,https://old.nasdaq.com/symbol/aia,
3948,AIC,Arlington Asset Investment Corp,23.3699,0.0,,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aic,
3912,AIF,Apollo Tactical Income Fund Inc.,12.82,185428813.32,,2013.0,,,https://old.nasdaq.com/symbol/aif,
3867,AIG,"American International Group, Inc.",28.7,24723152930.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig,
3868,AIG.WS,"American International Group, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/aig.ws,
3869,AIG^A,"American International Group, Inc.",27.33,0.0,,,,,https://old.nasdaq.com/symbol/aig^a,
87,AIH,Aesthetic Medical International Holdings Group Ltd.,4.33,11691000.0,2700000.0,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih,
3019,AIHS,Senmiao Technology Limited,0.45,19511468.1,,2018.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/aihs,
108,AIKI,AIkido Pharma Inc.,0.5839,20389915.8741,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki,
7028,AIM,"Hemispherx BioPharma, Inc.",2.06,81761424.72,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aim,
173,AIMC,Altra Industrial Motion Corp.,40.51,2619213668.78,,2006.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc,
110,AIMT,"Aimmune Therapeutics, Inc.",34.29,2244285369.18,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aimt,
3786,AIN,Albany International Corporation,53.8,1737740000.0,,,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain,
6913,AINC,Ashford Inc.,7.725,19393774.725,,2014.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ainc,
254,AINV,Apollo Investment Corporation,9.39,612783662.64,,2004.0,,,https://old.nasdaq.com/symbol/ainv,
3806,AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,20.92,718039984.2,,2019.0,,,https://old.nasdaq.com/symbol/aio,
1437,AIQ,Global X Artificial Intelligence & Technology ETF,22.85,0.0,,,,,https://old.nasdaq.com/symbol/aiq,
3730,AIR,AAR Corp.,19.94,703951012.34,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/air,
115,AIRG,"Airgain, Inc.",13.29,128302032.12,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg,
6901,AIRI,Air Industries Group,1.08,33070669.2,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/airi,
1276,AIRR,First Trust RBA American Industrial Renaissance ETF,26.4662,0.0,,,,,https://old.nasdaq.com/symbol/airr,
111,AIRT,"Air T, Inc.",10.55,30403707.4,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt,
112,AIRTP,"Air T, Inc.",22.0,0.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp,
113,AIRTW,"Air T, Inc.",0.0201,0.0,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw,
3914,AIT,"Applied Industrial Technologies, Inc.",57.84,2241816395.52,,,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/ait,
3905,AIV,Apartment Investment and Management Company,36.37,5414221759.39,,1994.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv,
3949,AIW,Arlington Asset Investment Corp,24.219,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiw,
3985,AIZ,"Assurant, Inc.",119.47,7126155759.19,,2004.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz,
3986,AIZP,"Assurant, Inc.",116.08,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aizp,
3946,AI^B,Arlington Asset Investment Corp,17.9,0.0,,,,,https://old.nasdaq.com/symbol/ai^b,
3947,AI^C,Arlington Asset Investment Corp,19.0,0.0,,,,,https://old.nasdaq.com/symbol/ai^c,
3958,AJG,Arthur J. Gallagher & Co.,103.71,19857249990.0,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ajg,
3767,AJRD,"Aerojet Rocketdyne Holdings, Inc. ",39.99,3144064907.22,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd,
5096,AJX,Great Ajax Corp.,9.68,221917901.04,,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajx,
5097,AJXA,Great Ajax Corp.,23.99,0.0,,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajxa,
117,AKAM,"Akamai Technologies, Inc.",106.88,17389895543.68,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam,
120,AKBA,"Akebia Therapeutics, Inc.",2.95,422786350.65,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba,
119,AKCA,"Akcea Therapeutics, Inc.",18.14,1843305006.74,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akca,
124,AKER,Akers Biosciences Inc.,2.44,21287250.52,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker,
4749,AKO.A,Embotelladora Andina S.A.,,0.0,,,,,https://old.nasdaq.com/symbol/ako.a,
4750,AKO.B,Embotelladora Andina S.A.,,0.0,,,,,https://old.nasdaq.com/symbol/ako.b,
3743,AKR,Acadia Realty Trust,12.11,1044664802.51,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr,
123,AKRO,"Akero Therapeutics, Inc.",36.16,1254779807.04,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro,
126,AKTS,"Akoustis Technologies, Inc.",8.03,305682426.5,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts,
118,AKTX,Akari Therapeutics Plc,1.8,60139888.2,33411049.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx,
127,AKU,Akumin Inc.,2.99,0.0,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aku,
125,AKUS,"Akouos, Inc.",23.38,803585750.24,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akus,
3779,AL,Air Lease Corporation,32.61,3710330124.66,,2011.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al,
130,ALAC,Alberton Acquisition Corporation,10.73,49532233.74,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alac,
131,ALACR,Alberton Acquisition Corporation,0.25,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacr,
132,ALACU,Alberton Acquisition Corporation,10.8,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacu,
133,ALACW,Alberton Acquisition Corporation,0.21,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/alacw,
3787,ALB,Albemarle Corporation,100.45,10683659995.05,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb,
134,ALBO,"Albireo Pharma, Inc.",39.05,741587264.55,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo,
3790,ALC,Alcon Inc.,59.11,28910701000.0,,2019.0,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc,
139,ALCO,"Alico, Inc.",30.39,227671000.38,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco,
135,ALDX,"Aldeyra Therapeutics, Inc.",7.11,274681582.74,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx,
3801,ALE,"Allete, Inc.",53.22,2761088938.08,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale,
136,ALEC,"Alector, Inc.",14.1,1117596540.6,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec,
3791,ALEX,"Alexander & Baldwin, Inc.",11.34,820428792.12,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex,
3783,ALG,"Alamo Group, Inc.",110.42,1310041651.4,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg,
141,ALGN,"Align Technology, Inc.",328.03,25844395624.49,,2001.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn,
148,ALGT,Allegiant Travel Company,138.51,2249725405.32,,2006.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt,
142,ALIM,"Alimera Sciences, Inc.",5.61,28228089.45,,2010.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim,
3826,ALIN^A,Altera Infrastructure L.P.,15.46,0.0,,,,,https://old.nasdaq.com/symbol/alin^a,
3827,ALIN^B,Altera Infrastructure L.P.,16.3558,0.0,,,,,https://old.nasdaq.com/symbol/alin^b,
3828,ALIN^E,Altera Infrastructure L.P.,16.05,0.0,,,,,https://old.nasdaq.com/symbol/alin^e,
140,ALIT,Alight Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/alit,
144,ALJJ,"ALJ Regional Holdings, Inc.",0.8399,35420927.1609,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj,
3785,ALK,"Alaska Air Group, Inc.",42.15,5211414619.5,,,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk,
145,ALKS,Alkermes plc,18.45,2934356098.95,,1991.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks,
3816,ALL,Allstate Corporation (The),92.8,28982939462.4,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all,
3800,ALLE,Allegion plc,103.98,9590432467.32,,2013.0,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle,
146,ALLK,Allakos Inc.,81.23,3973257332.87,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk,
155,ALLO,"Allogene Therapeutics, Inc.",37.18,5178858639.24,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo,
156,ALLT,Allot Ltd.,9.41,331349709.69,,2006.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt,
3821,ALLY,Ally Financial Inc.,26.09,9753410539.07,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ally,
3822,ALLY^A,Ally Financial Inc.,24.98,0.0,,,,,https://old.nasdaq.com/symbol/ally^a,
3817,ALL^B,Allstate Corporation (The),26.8,0.0,,,,,https://old.nasdaq.com/symbol/all^b,
3818,ALL^G,Allstate Corporation (The),28.23,0.0,,,,,https://old.nasdaq.com/symbol/all^g,
3819,ALL^H,Allstate Corporation (The),27.31,0.0,,,,,https://old.nasdaq.com/symbol/all^h,
3820,ALL^I,Allstate Corporation (The),27.05,0.0,,,,,https://old.nasdaq.com/symbol/all^i,
149,ALNA,"Allena Pharmaceuticals, Inc.",1.37,51996173.07,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna,
159,ALNY,"Alnylam Pharmaceuticals, Inc.",131.02,15194360968.66,,2004.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny,
321,ALOT,"AstroNova, Inc.",7.79,55842022.96,,1983.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot,
167,ALPN,"Alpine Immune Sciences, Inc.",8.33,198127800.5,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn,
3782,ALP^Q,Alabama Power Company,27.93,0.0,,,,,https://old.nasdaq.com/symbol/alp^q,
128,ALRM,"Alarm.com Holdings, Inc.",53.93,2640723490.73,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm,
109,ALRN,"Aileron Therapeutics, Inc.",1.34,52610511.84,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn,
137,ALRS,Alerus Financial Corporation,22.16,379393736.96,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs,
129,ALSK,"Alaska Communications Systems Group, Inc.",2.13,114312961.41,,1999.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk,
3815,ALSN,"Allison Transmission Holdings, Inc.",34.06,3855654806.64,,2012.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn,
171,ALT,"Altimmune, Inc.",14.02,461423898.66,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt,
168,ALTA,Altabancorp,20.38,383024165.6,,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/alta,
3824,ALTG,Alta Equipment Group Inc.,8.12,239632235.08,,2019.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/altg,
3825,ALTG.WS,Alta Equipment Group Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/altg.ws,
174,ALTM,Altus Midstream Company,12.5,203080750.0,,2017.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm,
169,ALTR,Altair Engineering Inc.,40.66,2972828291.86,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr,
1459,ALTY,Global X SuperDividend Alternatives ETF,10.8373,0.0,,,,,https://old.nasdaq.com/symbol/alty,
3833,ALUS,Alussa Energy Acquisition Corp.,9.93,356859375.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/alus,
3834,ALUS.U,Alussa Energy Acquisition Corp.,,0.0,,2019.0,,,https://old.nasdaq.com/symbol/alus.u,
3835,ALUS.WS,Alussa Energy Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/alus.ws,
4014,ALV,"Autoliv, Inc.",74.66,6520191516.06,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alv,
157,ALVR,"AlloVir, Inc.",26.05,1632537166.65,,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alvr,
3792,ALX,"Alexander&#39;s, Inc.",259.22,1323911713.8,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx,
138,ALXN,"Alexion Pharmaceuticals, Inc.",114.13,25014212549.79,,1996.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn,
175,ALXO,ALX Oncology Holdings Inc.,38.22,1412890970.4,,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxo,
143,ALYA,Alithya Group inc.,2.13,123713030.55,,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya,
3780,AL^A,Air Lease Corporation,24.37,0.0,,,,,https://old.nasdaq.com/symbol/al^a,
3897,AM,Antero Midstream Corporation,5.4,2573624113.2,,2017.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am,
176,AMAG,"AMAG Pharmaceuticals, Inc.",9.45,325832654.7,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag,
177,AMAL,Amalgamated Bank,12.41,385324605.25,,2018.0,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal,
261,AMAT,"Applied Materials, Inc.",56.34,51454350923.76,,1972.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat,
182,AMBA,"Ambarella, Inc.",52.19,1806519116.63,,2012.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba,
3836,AMBC,"Ambac Financial Group, Inc.",11.62,532302195.18,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
181,AMBC,"Ambac Financial Group, Inc.",11.62,532302195.18,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
3837,AMBC.WS,"Ambac Financial Group, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/ambc.ws,
6906,AMBO,Ambow Education Holding Ltd.,1.78,38796536.46,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ambo,
3839,AMC,"AMC Entertainment Holdings, Inc.",5.72,625306836.44,,2013.0,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc,
1959,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,28.3941,0.0,,,,,https://old.nasdaq.com/symbol/amca,
184,AMCI,AMCI Acquisition Corp.,10.34,211331070.72,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amci,
185,AMCIU,AMCI Acquisition Corp.,11.0,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amciu,
186,AMCIW,AMCI Acquisition Corp.,0.63,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/amciw,
3840,AMCR,Amcor plc,11.32,17679366795.08,,2019.0,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr,
183,AMCX,AMC Networks Inc.,25.28,1315615136.64,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx,
71,AMD,"Advanced Micro Devices, Inc.",76.55,89874041380.15,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd,
3886,AME,"AMTEK, Inc.",102.33,23498078320.35,,,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/ame,
188,AMED,Amedisys Inc,235.14,7634210432.4,,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed,
255,AMEH,"Apollo Medical Holdings, Inc.",16.94,610482839.12,,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh,
3768,AMG,"Affiliated Managers Group, Inc.",68.69,3197731271.27,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg,
216,AMGN,Amgen Inc.,248.08,145298911702.0,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn,
3861,AMH,American Homes 4 Rent,28.83,9116000131.47,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh,
221,AMHC,Amplitude Healthcare Acquisition Corporation,9.9,123750000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/amhc,
222,AMHCU,Amplitude Healthcare Acquisition Corporation,10.3,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu,
223,AMHCW,Amplitude Healthcare Acquisition Corporation,1.0,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/amhcw,
3862,AMH^D,American Homes 4 Rent,25.7,0.0,,,,,https://old.nasdaq.com/symbol/amh^d,
3863,AMH^E,American Homes 4 Rent,25.64,0.0,,,,,https://old.nasdaq.com/symbol/amh^e,
3864,AMH^F,American Homes 4 Rent,26.2101,0.0,,,,,https://old.nasdaq.com/symbol/amh^f,
3865,AMH^G,American Homes 4 Rent,26.51,0.0,,,,,https://old.nasdaq.com/symbol/amh^g,
3866,AMH^H,American Homes 4 Rent,27.6799,0.0,,,,,https://old.nasdaq.com/symbol/amh^h,
3978,AMK,"AssetMark Financial Holdings, Inc.",23.03,1668408419.09,,2019.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/amk,
218,AMKR,"Amkor Technology, Inc.",11.48,2770922468.44,,1998.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr,
3880,AMN,AMN Healthcare Services Inc,57.19,2687221930.61,,,Technology,Professional Services,https://old.nasdaq.com/symbol/amn,
199,AMNB,"American National Bankshares, Inc.",22.1,242311472.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb,
154,AMOT,"Allied Motion Technologies, Inc.",40.27,392403444.24,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot,
3843,AMOV,"America Movil, S.A.B. de C.V.",12.75,55511427258.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
195,AMOV,"America Movil, S.A.B. de C.V.",12.75,55511427258.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
3878,AMP,"AMERIPRISE FINANCIAL SERVICES, LLC",157.0,18882212119.0,,,Finance,Investment Managers,https://old.nasdaq.com/symbol/amp,
6910,AMPE,"Ampio Pharmaceuticals, Inc.",0.9536,168350451.2,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ampe,
219,AMPH,"Amphastar Pharmaceuticals, Inc.",19.45,923593869.7,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph,
5597,AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",0.8991,33825656.0844,,2016.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy,
